Process Date,Buyer,Supplier,CIN,Item Desc,RCA,Blocked Qty,Short Qty,Order Qty,PROCESS_DATE,BUYER_NUMBER,SUPPLIER_NUM,CIN_DESC,BLOCKED_QTY,SHORT_QTY,ORDER_QTY
2025-02-17,624,,4370326,PANTOPRAZOLE SOD TB 40MG 1000 DR,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,624,,5169628,PANTOPRAZOLE SOD TB 40MG 1000 DR,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,624,,4037057,CETIRIZINE HCL SR 1MG/ML 120ML,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,624,,5868120,LISDEXAMFETAMINE CP 40MG 100   C2,Product in Blocked - FDC,0,1,3,,,,,,,
2025-02-17,624,,5910641,SOD/POT/MAG SULF SL 2X177ML,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,627,,5917315,LISDEXAMFETAMINE CP 60MG 90    C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,4986436,GABAPENTIN CP 300MG 500,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,4518791,ONDANSETRON HCL SL 4MG/5ML 50ML,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5394721,METHYLPHENIDATE TB 18MG 100 ER C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5917315,LISDEXAMFETAMINE CP 60MG 90    C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5565700,DOTTI AP 0.1MG/24H 8,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5242797,AMPHET SLT CMB ER CP 10MG 100  C2,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,5869847,CARBOXMTHCL SOD DR 0.5% 15ML LUB,Product in Blocked - FDC,0,32,32,,,,,,,
2025-02-17,627,,4983284,GABAPENTIN CP 100MG 500,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,627,,5582192,HYDROCHLOROTHIAZIDE TB 12.5MG 100,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,5581400,INDOCYANINE GREEN PR 25MG 6 W/DIL,Product in Blocked - FDC,0,11,11,,,,,,,
2025-02-17,625,,5687488,SERTRALINE HCL TB 25MG 10X10UD,Product in Blocked - FDC,0,5,15,,,,,,,
2025-02-17,625,,5581400,INDOCYANINE GREEN PR 25MG 6 W/DIL,Product in Blocked - FDC,0,6,6,,,,,,,
2025-02-17,625,,5838388,SENNA-LAX TB 8.6MG 10X10UD,Product in Blocked - FDC,0,6,6,,,,,,,
2025-02-17,625,,5460902,GABAPENTIN CP 100MG 10X10UD,Product in Blocked - FDC,0,7,7,,,,,,,
2025-02-17,625,,2291243,IBUPROFEN TB 200MG 100 BRN CPLT,Product in Blocked - FDC,0,5,5,,,,,,,
2025-02-17,625,,4278065,IMIPRAMINE PAMOATE CP 75MG 30,Product in Blocked - NLC,0,3,3,,,,,,,
2025-02-17,625,,5421003,OSELTAMIVIR PHOS CP 75MG 10UD BPK,Product in Blocked - FDC,0,3,3,,,,,,,
2025-02-17,625,,4278065,IMIPRAMINE PAMOATE CP 75MG 30,Product in Blocked - NLC,0,4,4,,,,,,,
2025-02-17,625,,5285200,ONDANSETRON ODT TD 4MG 30,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,5930177,DIAZEPAM KT 10MG TWNPK         C4,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,4278065,IMIPRAMINE PAMOATE CP 75MG 30,Product in Blocked - NLC,0,1,1,,,,,,,
2025-02-17,625,,4604773,QUETIAPINE FUM TB 50MG 1000,Product in Blocked - NLC,0,1,1,,,,,,,
2025-02-17,625,,5642509,SODIUM CL IS 0.9% 24X500ML LF,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,5967476,DILTIAZEM SF 5MG/ML 10X25ML,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,625,,5299094,RIZATRIPTAN BENZO TD5MG 3X6UD ODT,Product in Blocked - FDC,0,3,3,,,,,,,
2025-02-17,625,,5581400,INDOCYANINE GREEN PR 25MG 6 W/DIL,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,625,,2461689,OYSTER+D TB 500MG-200U 60,Product in Blocked - FDC,0,2,2,,,,,,,
2025-02-17,625,,3957180,HEARTBURN RELIEF TB 20MG 50 MS,Product in Blocked - FDC,0,2,4,,,,,,,
2025-02-17,625,,4278099,IMIPRAMINE PAMOATE CP 125MG 30,Product in Blocked - NLC,0,2,2,,,,,,,
2025-02-17,624,,5498498,OSELTAMIVIR PHOS CP 75MG 10UD,Product in Blocked - FDC,0,5,5,,,,,,,
2025-02-17,624,,4370326,PANTOPRAZOLE SOD TB 40MG 1000 DR,Product in Blocked - FDC,0,5,5,,,,,,,
2025-02-17,624,,4775037,OXYCOD/APAP TB 10-325MG 100    C2,Product in Blocked - FDC,0,5,5,,,,,,,
2025-02-17,624,,5644174,CANDESARTAN CILEXETIL TB 32MG 90,Product in Blocked - FDC,0,6,6,,,,,,,
2025-02-17,624,,5488895,WIXELA INHUB IN 250-50MCG 60,Product in Blocked - FDC,0,6,6,,,,,,,
2025-02-17,624,,5868120,LISDEXAMFETAMINE CP 40MG 100   C2,Product in Blocked - FDC,0,6,6,,,,,,,
2025-02-17,624,,4598280,NALTREXONE HCL TB 50MG 30,Product in Blocked - FDC,0,9,9,,,,,,,
2025-02-17,624,,5868146,LISDEXAMFETAMINE CP 60MG 100   C2,Product in Blocked - FDC,0,4,9,,,,,,,
2025-02-17,624,,5868112,LISDEXAMFETAMINE CP 30MG 100   C2,Product in Blocked - FDC,0,4,4,,,,,,,
2025-02-17,624,,4598280,NALTREXONE HCL TB 50MG 30,Product in Blocked - FDC,0,20,20,,,,,,,
2025-02-17,625,,5838388,SENNA-LAX TB 8.6MG 10X10UD,Product in Blocked - FDC,0,1,1,,,,,,,
2025-02-17,625,,5853148,LACTULOSE SL 10GM/15ML 473ML,Product in Blocked - FDC,0,1,3,,,,,,,
2025-02-17,625,,5714449,OSELTAMIVIR PHOS PT 6MG/ML 60ML,Product in Quarantine - FDC,0,1,1,,,,,,,
2025-02-17,625,,5694450,CHD ACETAMIN SS 160MG/5ML 118ML,Product in Blocked - FDC,0,1,3,,,,,,,
2025-02-17,625,,5289277,ONDANSETRON HCL TB 8MG 30,Product in Blocked - FDC,0,1,1,,,,,,,
